country,iso2c,year,military_usd,military_gov,education_gov,region
United States,US,1985,272163229313.057,NA,14.0242376327515,North America
United States,US,1986,295546223803.599,NA,14.2157745361328,North America
United States,US,1987,304086648682.908,NA,14.4408807754517,North America
United States,US,1988,309661269300.954,NA,14.8521461486816,North America
United States,US,1989,321866558808.32,NA,15.197395324707,North America
United States,US,1990,325129313986.031,NA,15.2107429504395,North America
United States,US,1991,299372779114.591,NA,15.3581209182739,North America
United States,US,1992,325033735954.804,NA,15.1028280258179,North America
United States,US,1993,316719443747.423,NA,15.2748746871948,North America
United States,US,1994,308084000000,NA,15.5527353286743,North America
United States,US,1995,295853097724.661,NA,15.8898735046387,North America
United States,US,1996,287960668678.94,NA,16.1000061035156,North America
United States,US,1997,293167825790.971,NA,16.6120166778564,North America
United States,US,1998,290996055088.378,NA,17.134729385376,North America
United States,US,1999,298094891322.404,NA,17.5550212860107,North America
United States,US,2000,320086324211.196,NA,17.9881553649902,North America
United States,US,2001,331805610572.137,NA,17.6896095275879,North America
United States,US,2002,378463138753.841,NA,17.3132019042969,North America
United States,US,2003,440532069586.192,NA,16.981616973877,North America
United States,US,2004,492999376159.397,NA,16.9619560241699,North America
United States,US,2005,533203000000,NA,16.6988105773926,North America
United States,US,2006,558335000000,NA,16.8092250823975,North America
United States,US,2007,589586000000,NA,16.7058124542236,North America
United States,US,2008,656756000000,NA,16.2201328277588,North America
United States,US,2009,705917000000,NA,15.6010618209839,North America
United States,US,2010,738005000000,NA,15.5616855621338,North America
United States,US,2011,752288000000,NA,15.5074806213379,North America
United States,US,2012,725205000000,NA,15.5992212295532,North America
United States,US,2013,679229000000,NA,16.0246276855469,North America
United States,US,2014,647789000000,NA,16.0046138763428,North America
United States,US,2015,633829639000,NA,16.0524635314941,North America
United States,US,2016,639856443000,NA,15.9738168716431,North America
United States,US,2017,646752927000,NA,15.9008255004883,North America
United States,US,2018,682491400000,NA,15.7807312011719,North America
United States,US,2019,734344100000,NA,15.5171337127686,North America
United States,US,2020,778397200000,NA,12.6542158126831,North America
United States,US,2021,806230200000,NA,NA,North America
United States,US,2022,876943200000,NA,NA,North America
