"Country or Area Code","Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"176","Ireland","Female","1999","UNESCO_UIS Database_Sep2007","Number","80900",""
"176","Ireland","Male","2005","UNESCO_UIS Database_Sep2007","Number","84060",""
"176","Ireland","Male","2004","UNESCO_UIS Database_Sep2007","Number","84374",""
"176","Ireland","Male","2003","UNESCO_UIS Database_Sep2007","Number","80402",""
"176","Ireland","Male","2002","UNESCO_UIS Database_Sep2007","Number","79123",""
"176","Ireland","Male","2001","UNESCO_UIS Database_Sep2007","Number","75442",""
"176","Ireland","Male","2000","UNESCO_UIS Database_Sep2007","Number","73707",""
"176","Ireland","Male","1999","UNESCO_UIS Database_Sep2007","Number","70237",""
"103","Israel","Female","2005","UNESCO_UIS Database_Sep2007","Number","174092",""
"103","Israel","Female","2004","UNESCO_UIS Database_Sep2007","Number","168126",""
"103","Israel","Female","2003","UNESCO_UIS Database_Sep2007","Number","167738",""
"103","Israel","Female","2002","UNESCO_UIS Database_Sep2007","Number","169338",""
"103","Israel","Female","2001","UNESCO_UIS Database_Sep2007","Number","153654",""
"103","Israel","Female","2000","UNESCO_UIS Database_Sep2007","Number","146626",""
"103","Israel","Female","1999","UNESCO_UIS Database_Sep2007","Number","142182",""
"103","Israel","Male","2005","UNESCO_UIS Database_Sep2007","Number","136845",""
"103","Israel","Male","2004","UNESCO_UIS Database_Sep2007","Number","133101",""
"103","Israel","Male","2003","UNESCO_UIS Database_Sep2007","Number","133588",""
"103","Israel","Male","2002","UNESCO_UIS Database_Sep2007","Number","130378",""
"103","Israel","Male","2001","UNESCO_UIS Database_Sep2007","Number","117325",""
"103","Israel","Male","2000","UNESCO_UIS Database_Sep2007","Number","109265",""
"103","Israel","Male","1999","UNESCO_UIS Database_Sep2007","Number","104624",""
"178","Italy","Female","2005","UNESCO_UIS Database_Sep2007","Number","1139807",""
"178","Italy","Female","2004","UNESCO_UIS Database_Sep2007","Number","1116589",""
"178","Italy","Female","2003","UNESCO_UIS Database_Sep2007","Number","1076253",""
"178","Italy","Female","2002","UNESCO_UIS Database_Sep2007","Number","1042977",""
"178","Italy","Female","2001","UNESCO_UIS Database_Sep2007","Number","1014953",""
"178","Italy","Female","2000","UNESCO_UIS Database_Sep2007","Number","982668",""
"178","Italy","Female","1999","UNESCO_UIS Database_Sep2007","Number","991450",""
"178","Italy","Male","2005","UNESCO_UIS Database_Sep2007","Number","875191",""
"178","Italy","Male","2004","UNESCO_UIS Database_Sep2007","Number","869908",""
"178","Italy","Male","2003","UNESCO_UIS Database_Sep2007","Number","837099",""
"178","Italy","Male","2002","UNESCO_UIS Database_Sep2007","Number","811223",""
"178","Italy","Male","2001","UNESCO_UIS Database_Sep2007","Number","797372",""
"178","Italy","Male","2000","UNESCO_UIS Database_Sep2007","Number","787334",""
"178","Italy","Male","1999","UNESCO_UIS Database_Sep2007","Number","805791",""
"232","Jamaica","Female","2003","UNESCO_UIS Database_Sep2007","Number","32003","1"
"232","Jamaica","Female","2002","UNESCO_UIS Database_Sep2007","Number","31249",""
"232","Jamaica","Female","2001","UNESCO_UIS Database_Sep2007","Number","28409","1"
"232","Jamaica","Female","2000","UNESCO_UIS Database_Sep2007","Number","23408",""
"232","Jamaica","Male","2003","UNESCO_UIS Database_Sep2007","Number","13767",""
"232","Jamaica","Male","2002","UNESCO_UIS Database_Sep2007","Number","14145",""
"232","Jamaica","Male","2001","UNESCO_UIS Database_Sep2007","Number","14093","5"
"232","Jamaica","Male","2000","UNESCO_UIS Database_Sep2007","Number","12587",""
"105","Japan","Female","2005","UNESCO_UIS Database_Sep2007","Number","1853130",""
"105","Japan","Female","2004","UNESCO_UIS Database_Sep2007","Number","1848396",""
"105","Japan","Female","2003","UNESCO_UIS Database_Sep2007","Number","1815521",""
"105","Japan","Female","2002","UNESCO_UIS Database_Sep2007","Number","1789881",""
"105","Japan","Female","2001","UNESCO_UIS Database_Sep2007","Number","1781996",""
"105","Japan","Female","2000","UNESCO_UIS Database_Sep2007","Number","1787068",""
"105","Japan","Female","1999","UNESCO_UIS Database_Sep2007","Number","1760494",""
"105","Japan","Male","2005","UNESCO_UIS Database_Sep2007","Number","2185172",""
"105","Japan","Male","2004","UNESCO_UIS Database_Sep2007","Number","2183208",""
"105","Japan","Male","2003","UNESCO_UIS Database_Sep2007","Number","2168879",""
"105","Japan","Male","2002","UNESCO_UIS Database_Sep2007","Number","2176786",""
"105","Japan","Male","2001","UNESCO_UIS Database_Sep2007","Number","2190472",""
"105","Japan","Male","2000","UNESCO_UIS Database_Sep2007","Number","2195001",""
"105","Japan","Male","1999","UNESCO_UIS Database_Sep2007","Number","2180262",""
"104","Jordan","Female","2005","UNESCO_UIS Database_Sep2007","Number","109528",""
"104","Jordan","Female","2004","UNESCO_UIS Database_Sep2007","Number","109692",""
"104","Jordan","Female","2003","UNESCO_UIS Database_Sep2007","Number","95056",""
"104","Jordan","Female","2002","UNESCO_UIS Database_Sep2007","Number","79582",""
"104","Jordan","Female","2000","UNESCO_UIS Database_Sep2007","Number","73098",""
"104","Jordan","Male","2005","UNESCO_UIS Database_Sep2007","Number","108295",""
"104","Jordan","Male","2004","UNESCO_UIS Database_Sep2007","Number","104414",""
"104","Jordan","Male","2003","UNESCO_UIS Database_Sep2007","Number","91133",""
"104","Jordan","Male","2002","UNESCO_UIS Database_Sep2007","Number","83106",""
"104","Jordan","Male","2000","UNESCO_UIS Database_Sep2007","Number","69092",""
"106","Kazakhstan","Female","2005","UNESCO_UIS Database_Sep2007","Number","437742",""
"106","Kazakhstan","Female","2004","UNESCO_UIS Database_Sep2007","Number","381704",""
"106","Kazakhstan","Female","2003","UNESCO_UIS Database_Sep2007","Number","341628",""
"106","Kazakhstan","Female","2002","UNESCO_UIS Database_Sep2007","Number","287144",""
"106","Kazakhstan","Female","2001","UNESCO_UIS Database_Sep2007","Number","241722",""
"106","Kazakhstan","Female","2000","UNESCO_UIS Database_Sep2007","Number","200067",""
"106","Kazakhstan","Female","1999","UNESCO_UIS Database_Sep2007","Number","172938",""
"106","Kazakhstan","Male","2005","UNESCO_UIS Database_Sep2007","Number","315439",""
"106","Kazakhstan","Male","2004","UNESCO_UIS Database_Sep2007","Number","282745",""
"106","Kazakhstan","Male","2003","UNESCO_UIS Database_Sep2007","Number","261444",""
"106","Kazakhstan","Male","2002","UNESCO_UIS Database_Sep2007","Number","232671",""
"106","Kazakhstan","Male","2001","UNESCO_UIS Database_Sep2007","Number","203929",""
"106","Kazakhstan","Male","2000","UNESCO_UIS Database_Sep2007","Number","170254",""
"106","Kazakhstan","Male","1999","UNESCO_UIS Database_Sep2007","Number","151011",""
"42","Kenya","Female","2004","UNESCO_UIS Database_Sep2007","Number","38584",""
"42","Kenya","Female","2002","UNESCO_UIS Database_Sep2007","Number","34186","1"
"42","Kenya","Female","2001","UNESCO_UIS Database_Sep2007","Number","32972",""
"42","Kenya","Female","2000","UNESCO_UIS Database_Sep2007","Number","31266",""
"42","Kenya","Male","2004","UNESCO_UIS Database_Sep2007","Number","64214",""
"42","Kenya","Male","2002","UNESCO_UIS Database_Sep2007","Number","63929",""
"42","Kenya","Male","2001","UNESCO_UIS Database_Sep2007","Number","61657",""
"42","Kenya","Male","2000","UNESCO_UIS Database_Sep2007","Number","57750",""
"269","Kiribati","Female","2005","UNESCO_UIS Database_Sep2007","Number","…","4"
"269","Kiribati","Female","2004","UNESCO_UIS Database_Sep2007","Number","…","4"
"269","Kiribati","Female","2003","UNESCO_UIS Database_Sep2007","Number","…","4"
"269","Kiribati","Female","2002","UNESCO_UIS Database_Sep2007","Number","…","4"
"269","Kiribati","Female","2001","UNESCO_UIS Database_Sep2007","Number","…","4"
"269","Kiribati","Female","2000","UNESCO_UIS Database_Sep2007","Number","…","4"
"269","Kiribati","Female","1999","UNESCO_UIS Database_Sep2007","Number","…","4"
"269","Kiribati","Male","2005","UNESCO_UIS Database_Sep2007","Number","…","4"
"269","Kiribati","Male","2004","UNESCO_UIS Database_Sep2007","Number","…","4"
"269","Kiribati","Male","2003","UNESCO_UIS Database_Sep2007","Number","…","4"
"269","Kiribati","Male","2002","UNESCO_UIS Database_Sep2007","Number","…","4"
"269","Kiribati","Male","2001","UNESCO_UIS Database_Sep2007","Number","…","4"
"269","Kiribati","Male","2000","UNESCO_UIS Database_Sep2007","Number","…","4"
"269","Kiribati","Male","1999","UNESCO_UIS Database_Sep2007","Number","…","4"
"109","Korea Rep","Female","2005","UNESCO_UIS Database_Sep2007","Number","1188250",""
"109","Korea Rep","Female","2004","UNESCO_UIS Database_Sep2007","Number","1178285",""
"109","Korea Rep","Female","2003","UNESCO_UIS Database_Sep2007","Number","1168159",""
"109","Korea Rep","Female","2002","UNESCO_UIS Database_Sep2007","Number","1127541",""
"109","Korea Rep","Female","2001","UNESCO_UIS Database_Sep2007","Number","1070021",""
"109","Korea Rep","Female","2000","UNESCO_UIS Database_Sep2007","Number","998297",""
"109","Korea Rep","Female","1999","UNESCO_UIS Database_Sep2007","Number","923158",""
"109","Korea Rep","Male","2005","UNESCO_UIS Database_Sep2007","Number","2036625",""
"109","Korea Rep","Male","2004","UNESCO_UIS Database_Sep2007","Number","2045146",""
"109","Korea Rep","Male","2003","UNESCO_UIS Database_Sep2007","Number","2041983",""
"109","Korea Rep","Male","2002","UNESCO_UIS Database_Sep2007","Number","2002358",""
"109","Korea Rep","Male","2001","UNESCO_UIS Database_Sep2007","Number","1933477",""
"109","Korea Rep","Male","2000","UNESCO_UIS Database_Sep2007","Number","1839583",""
"109","Korea Rep","Male","1999","UNESCO_UIS Database_Sep2007","Number","1713230",""
"110","Kuwait","Female","2005","UNESCO_UIS Database_Sep2007","Number","27127",""
"110","Kuwait","Female","2004","UNESCO_UIS Database_Sep2007","Number","23701","1"
"110","Kuwait","Female","2003","UNESCO_UIS Database_Sep2007","Number","23955",""
"110","Kuwait","Female","2002","UNESCO_UIS Database_Sep2007","Number","23414",""
"110","Kuwait","Female","2001","UNESCO_UIS Database_Sep2007","Number","22002","1"
"110","Kuwait","Female","1999","UNESCO_UIS Database_Sep2007","Number","21867","1"
"110","Kuwait","Male","2005","UNESCO_UIS Database_Sep2007","Number","11503",""
"110","Kuwait","Male","2004","UNESCO_UIS Database_Sep2007","Number","13165",""
"110","Kuwait","Male","2003","UNESCO_UIS Database_Sep2007","Number","13198",""
"110","Kuwait","Male","2002","UNESCO_UIS Database_Sep2007","Number","13568",""
"110","Kuwait","Male","2001","UNESCO_UIS Database_Sep2007","Number","12777",""
"110","Kuwait","Male","1999","UNESCO_UIS Database_Sep2007","Number","10453",""
"107","Kyrgyzstan","Female","2005","UNESCO_UIS Database_Sep2007","Number","121828",""
"107","Kyrgyzstan","Female","2004","UNESCO_UIS Database_Sep2007","Number","110868",""
"107","Kyrgyzstan","Female","2003","UNESCO_UIS Database_Sep2007","Number","108720",""
"107","Kyrgyzstan","Female","2002","UNESCO_UIS Database_Sep2007","Number","110875",""
"107","Kyrgyzstan","Female","2001","UNESCO_UIS Database_Sep2007","Number","96780",""
"107","Kyrgyzstan","Female","2000","UNESCO_UIS Database_Sep2007","Number","80469",""
"107","Kyrgyzstan","Female","1999","UNESCO_UIS Database_Sep2007","Number","66619",""
"107","Kyrgyzstan","Male","2005","UNESCO_UIS Database_Sep2007","Number","98632",""
"107","Kyrgyzstan","Male","2004","UNESCO_UIS Database_Sep2007","Number","94356",""
"107","Kyrgyzstan","Male","2003","UNESCO_UIS Database_Sep2007","Number","92408",""
"107","Kyrgyzstan","Male","2002","UNESCO_UIS Database_Sep2007","Number","98370",""
"107","Kyrgyzstan","Male","2001","UNESCO_UIS Database_Sep2007","Number","93728",""
"107","Kyrgyzstan","Male","2000","UNESCO_UIS Database_Sep2007","Number","80215",""
"107","Kyrgyzstan","Male","1999","UNESCO_UIS Database_Sep2007","Number","64603",""
"111","Lao PDR","Female","2005","UNESCO_UIS Database_Sep2007","Number","19523",""
"111","Lao PDR","Female","2004","UNESCO_UIS Database_Sep2007","Number","12815",""
"111","Lao PDR","Female","2003","UNESCO_UIS Database_Sep2007","Number","10053",""
"111","Lao PDR","Female","2002","UNESCO_UIS Database_Sep2007","Number","8201","2"
"111","Lao PDR","Female","2001","UNESCO_UIS Database_Sep2007","Number","6117",""
"111","Lao PDR","Female","2000","UNESCO_UIS Database_Sep2007","Number","4798",""
"111","Lao PDR","Female","1999","UNESCO_UIS Database_Sep2007","Number","3880",""
"111","Lao PDR","Male","2005","UNESCO_UIS Database_Sep2007","Number","27901",""
"111","Lao PDR","Male","2004","UNESCO_UIS Database_Sep2007","Number","20945",""
"111","Lao PDR","Male","2003","UNESCO_UIS Database_Sep2007","Number","18064",""
"111","Lao PDR","Male","2002","UNESCO_UIS Database_Sep2007","Number","14817",""
"111","Lao PDR","Male","2001","UNESCO_UIS Database_Sep2007","Number","10628",""
"111","Lao PDR","Male","2000","UNESCO_UIS Database_Sep2007","Number","9351",""
"111","Lao PDR","Male","1999","UNESCO_UIS Database_Sep2007","Number","8196",""
"182","Latvia","Female","2005","UNESCO_UIS Database_Sep2007","Number","82575",""
"182","Latvia","Female","2004","UNESCO_UIS Database_Sep2007","Number","79473",""
"182","Latvia","Female","2003","UNESCO_UIS Database_Sep2007","Number","73403",""
"182","Latvia","Female","2002","UNESCO_UIS Database_Sep2007","Number","67991",""
"182","Latvia","Female","2001","UNESCO_UIS Database_Sep2007","Number","63524",""
"182","Latvia","Female","2000","UNESCO_UIS Database_Sep2007","Number","57850",""
"182","Latvia","Female","1999","UNESCO_UIS Database_Sep2007","Number","50539",""
"182","Latvia","Male","2005","UNESCO_UIS Database_Sep2007","Number","48131",""
"182","Latvia","Male","2004","UNESCO_UIS Database_Sep2007","Number","48183",""
"182","Latvia","Male","2003","UNESCO_UIS Database_Sep2007","Number","45541",""
"182","Latvia","Male","2002","UNESCO_UIS Database_Sep2007","Number","42509",""
"182","Latvia","Male","2001","UNESCO_UIS Database_Sep2007","Number","39259",""
"182","Latvia","Male","2000","UNESCO_UIS Database_Sep2007","Number","33387",""
"182","Latvia","Male","1999","UNESCO_UIS Database_Sep2007","Number","31503",""
"112","Lebanon","Female","2005","UNESCO_UIS Database_Sep2007","Number","87473",""
"112","Lebanon","Female","2004","UNESCO_UIS Database_Sep2007","Number","80837",""
"112","Lebanon","Female","2003","UNESCO_UIS Database_Sep2007","Number","77835",""
"112","Lebanon","Female","2002","UNESCO_UIS Database_Sep2007","Number","75687",""
"112","Lebanon","Female","2001","UNESCO_UIS Database_Sep2007","Number","69557",""
"112","Lebanon","Female","2000","UNESCO_UIS Database_Sep2007","Number","60007",""
"112","Lebanon","Female","1999","UNESCO_UIS Database_Sep2007","Number","56850",""
"112","Lebanon","Male","2005","UNESCO_UIS Database_Sep2007","Number","78257",""
"112","Lebanon","Male","2004","UNESCO_UIS Database_Sep2007","Number","73798",""
"112","Lebanon","Male","2003","UNESCO_UIS Database_Sep2007","Number","66215",""
"112","Lebanon","Male","2002","UNESCO_UIS Database_Sep2007","Number","67264",""
"112","Lebanon","Male","2001","UNESCO_UIS Database_Sep2007","Number","64461",""
"112","Lebanon","Male","2000","UNESCO_UIS Database_Sep2007","Number","56007",""
"112","Lebanon","Male","1999","UNESCO_UIS Database_Sep2007","Number","56172",""
"45","Lesotho","Female","2005","UNESCO_UIS Database_Sep2007","Number","4503",""
"45","Lesotho","Female","2003","UNESCO_UIS Database_Sep2007","Number","3745",""
"45","Lesotho","Female","2002","UNESCO_UIS Database_Sep2007","Number","2905",""
"45","Lesotho","Female","2001","UNESCO_UIS Database_Sep2007","Number","3158",""
"45","Lesotho","Female","2000","UNESCO_UIS Database_Sep2007","Number","2764","1"
"45","Lesotho","Female","1999","UNESCO_UIS Database_Sep2007","Number","2579",""
"45","Lesotho","Male","2005","UNESCO_UIS Database_Sep2007","Number","3415",""
"45","Lesotho","Male","2003","UNESCO_UIS Database_Sep2007","Number","2363",""
"45","Lesotho","Male","2002","UNESCO_UIS Database_Sep2007","Number","2100",""
"45","Lesotho","Male","2001","UNESCO_UIS Database_Sep2007","Number","1818",""
"45","Lesotho","Male","2000","UNESCO_UIS Database_Sep2007","Number","1706",""
"45","Lesotho","Male","1999","UNESCO_UIS Database_Sep2007","Number","1467",""
"43","Liberia","Female","2000","UNESCO_UIS Database_Sep2007","Number","18871",""
"43","Liberia","Female","1999","UNESCO_UIS Database_Sep2007","Number","3987",""
"43","Liberia","Male","2000","UNESCO_UIS Database_Sep2007","Number","25236",""
"43","Liberia","Male","1999","UNESCO_UIS Database_Sep2007","Number","16817",""
"44","Libya","Female","2003","UNESCO_UIS Database_Sep2007","Number","192721","1"
"44","Libya","Female","2002","UNESCO_UIS Database_Sep2007","Number","184624",""
"44","Libya","Female","2001","UNESCO_UIS Database_Sep2007","Number","162833","1"
"44","Libya","Female","2000","UNESCO_UIS Database_Sep2007","Number","141041",""
"44","Libya","Female","1999","UNESCO_UIS Database_Sep2007","Number","149995","1"
"44","Libya","Male","2003","UNESCO_UIS Database_Sep2007","Number","182307",""
"44","Libya","Male","2002","UNESCO_UIS Database_Sep2007","Number","174522",""
"44","Libya","Male","2001","UNESCO_UIS Database_Sep2007","Number","161770",""
"44","Libya","Male","2000","UNESCO_UIS Database_Sep2007","Number","149019",""
"44","Libya","Male","1999","UNESCO_UIS Database_Sep2007","Number","158479","5"
"179","Liechtenstein","Female","2004","UNESCO_UIS Database_Sep2007","Number","142",""
"179","Liechtenstein","Female","2003","UNESCO_UIS Database_Sep2007","Number","119",""
"179","Liechtenstein","Male","2004","UNESCO_UIS Database_Sep2007","Number","390",""
"179","Liechtenstein","Male","2003","UNESCO_UIS Database_Sep2007","Number","321",""
"180","Lithuania","Female","2005","UNESCO_UIS Database_Sep2007","Number","117493",""
"180","Lithuania","Female","2004","UNESCO_UIS Database_Sep2007","Number","109592",""
"180","Lithuania","Female","2003","UNESCO_UIS Database_Sep2007","Number","100609",""
"180","Lithuania","Female","2002","UNESCO_UIS Database_Sep2007","Number","89947",""
"180","Lithuania","Female","2001","UNESCO_UIS Database_Sep2007","Number","81336",""
"180","Lithuania","Female","2000","UNESCO_UIS Database_Sep2007","Number","73092",""
"180","Lithuania","Female","1999","UNESCO_UIS Database_Sep2007","Number","64456",""
"180","Lithuania","Male","2005","UNESCO_UIS Database_Sep2007","Number","77912",""
"180","Lithuania","Male","2004","UNESCO_UIS Database_Sep2007","Number","73064",""
"180","Lithuania","Male","2003","UNESCO_UIS Database_Sep2007","Number","66997",""
"180","Lithuania","Male","2002","UNESCO_UIS Database_Sep2007","Number","58841",""
"180","Lithuania","Male","2001","UNESCO_UIS Database_Sep2007","Number","54587",""
"180","Lithuania","Male","2000","UNESCO_UIS Database_Sep2007","Number","48812",""
"180","Lithuania","Male","1999","UNESCO_UIS Database_Sep2007","Number","42963",""
"181","Luxembourg","Female","2004","UNESCO_UIS Database_Sep2007","Number","1609","1"
"181","Luxembourg","Female","2003","UNESCO_UIS Database_Sep2007","Number","1640",""
"181","Luxembourg","Female","2002","UNESCO_UIS Database_Sep2007","Number","1566","1"
"181","Luxembourg","Female","2001","UNESCO_UIS Database_Sep2007","Number","1346",""
"181","Luxembourg","Female","2000","UNESCO_UIS Database_Sep2007","Number","1259","1"
"181","Luxembourg","Female","1999","UNESCO_UIS Database_Sep2007","Number","1404",""
"181","Luxembourg","Male","2004","UNESCO_UIS Database_Sep2007","Number","1433",""
"181","Luxembourg","Male","2003","UNESCO_UIS Database_Sep2007","Number","1437",""
"181","Luxembourg","Male","2002","UNESCO_UIS Database_Sep2007","Number","1399","5"
"181","Luxembourg","Male","2001","UNESCO_UIS Database_Sep2007","Number","1187",""
"181","Luxembourg","Male","2000","UNESCO_UIS Database_Sep2007","Number","1178","5"
"181","Luxembourg","Male","1999","UNESCO_UIS Database_Sep2007","Number","1313",""
"114","Macau SAR","Female","2005","UNESCO_UIS Database_Sep2007","Number","10019",""
"114","Macau SAR","Female","2004","UNESCO_UIS Database_Sep2007","Number","10054",""
"114","Macau SAR","Female","2003","UNESCO_UIS Database_Sep2007","Number","9589",""
"114","Macau SAR","Female","2002","UNESCO_UIS Database_Sep2007","Number","7533",""
"114","Macau SAR","Female","2001","UNESCO_UIS Database_Sep2007","Number","6236",""
"114","Macau SAR","Female","2000","UNESCO_UIS Database_Sep2007","Number","3883",""
"114","Macau SAR","Female","1999","UNESCO_UIS Database_Sep2007","Number","3450",""
"114","Macau SAR","Male","2005","UNESCO_UIS Database_Sep2007","Number","13401",""
"114","Macau SAR","Male","2004","UNESCO_UIS Database_Sep2007","Number","14761",""
"114","Macau SAR","Male","2003","UNESCO_UIS Database_Sep2007","Number","16683",""
"114","Macau SAR","Male","2002","UNESCO_UIS Database_Sep2007","Number","12887",""
"114","Macau SAR","Male","2001","UNESCO_UIS Database_Sep2007","Number","7760",""
"114","Macau SAR","Male","2000","UNESCO_UIS Database_Sep2007","Number","3588",""
"114","Macau SAR","Male","1999","UNESCO_UIS Database_Sep2007","Number","4008",""
"185","Macedonia","Female","2005","UNESCO_UIS Database_Sep2007","Number","27987",""
"185","Macedonia","Female","2004","UNESCO_UIS Database_Sep2007","Number","26594",""
"185","Macedonia","Female","2003","UNESCO_UIS Database_Sep2007","Number","25621",""
"185","Macedonia","Female","2002","UNESCO_UIS Database_Sep2007","Number","24691",""
"185","Macedonia","Female","2001","UNESCO_UIS Database_Sep2007","Number","22463",""
"185","Macedonia","Female","2000","UNESCO_UIS Database_Sep2007","Number","20325",""
"185","Macedonia","Female","1999","UNESCO_UIS Database_Sep2007","Number","19359",""
"185","Macedonia","Male","2005","UNESCO_UIS Database_Sep2007","Number","21377",""
"185","Macedonia","Male","2004","UNESCO_UIS Database_Sep2007","Number","20043",""
"185","Macedonia","Male","2003","UNESCO_UIS Database_Sep2007","Number","20003",""
"185","Macedonia","Male","2002","UNESCO_UIS Database_Sep2007","Number","20019",""
"185","Macedonia","Male","2001","UNESCO_UIS Database_Sep2007","Number","17783",""
"185","Macedonia","Male","2000","UNESCO_UIS Database_Sep2007","Number","16597",""
"185","Macedonia","Male","1999","UNESCO_UIS Database_Sep2007","Number","15782",""
"47","Madagascar","Female","2005","UNESCO_UIS Database_Sep2007","Number","21145",""
"47","Madagascar","Female","2004","UNESCO_UIS Database_Sep2007","Number","19945",""
"47","Madagascar","Female","2003","UNESCO_UIS Database_Sep2007","Number","17264","1"
"47","Madagascar","Female","2002","UNESCO_UIS Database_Sep2007","Number","14785",""
"47","Madagascar","Female","2001","UNESCO_UIS Database_Sep2007","Number","14269",""
"47","Madagascar","Female","2000","UNESCO_UIS Database_Sep2007","Number","14860",""
"47","Madagascar","Female","1999","UNESCO_UIS Database_Sep2007","Number","14187",""
"47","Madagascar","Male","2005","UNESCO_UIS Database_Sep2007","Number","23803",""
"47","Madagascar","Male","2004","UNESCO_UIS Database_Sep2007","Number","22198",""
"47","Madagascar","Male","2003","UNESCO_UIS Database_Sep2007","Number","19988",""
"47","Madagascar","Male","2002","UNESCO_UIS Database_Sep2007","Number","17808",""
"47","Madagascar","Male","2001","UNESCO_UIS Database_Sep2007","Number","17117",""
"47","Madagascar","Male","2000","UNESCO_UIS Database_Sep2007","Number","17296",""
"47","Madagascar","Male","1999","UNESCO_UIS Database_Sep2007","Number","16826",""
"54","Malawi","Female","2004","UNESCO_UIS Database_Sep2007","Number","1798",""
"54","Malawi","Female","2003","UNESCO_UIS Database_Sep2007","Number","1332",""
"54","Malawi","Female","1999","UNESCO_UIS Database_Sep2007","Number","876",""
"54","Malawi","Male","2004","UNESCO_UIS Database_Sep2007","Number","3291",""
"54","Malawi","Male","2003","UNESCO_UIS Database_Sep2007","Number","3233",""
"54","Malawi","Male","1999","UNESCO_UIS Database_Sep2007","Number","2303",""
"118","Malaysia","Female","2004","UNESCO_UIS Database_Sep2007","Number","405040",""
"118","Malaysia","Female","2003","UNESCO_UIS Database_Sep2007","Number","415447",""
"118","Malaysia","Female","2002","UNESCO_UIS Database_Sep2007","Number","348239",""
"118","Malaysia","Female","2001","UNESCO_UIS Database_Sep2007","Number","302430",""
"118","Malaysia","Female","2000","UNESCO_UIS Database_Sep2007","Number","280078",""
"118","Malaysia","Female","1999","UNESCO_UIS Database_Sep2007","Number","236628",""
"118","Malaysia","Male","2004","UNESCO_UIS Database_Sep2007","Number","326037",""
"118","Malaysia","Male","2003","UNESCO_UIS Database_Sep2007","Number","310418",""
"118","Malaysia","Male","2002","UNESCO_UIS Database_Sep2007","Number","284070",""
"118","Malaysia","Male","2001","UNESCO_UIS Database_Sep2007","Number","254688",""
"118","Malaysia","Male","2000","UNESCO_UIS Database_Sep2007","Number","269127",""
"118","Malaysia","Male","1999","UNESCO_UIS Database_Sep2007","Number","236729",""
"115","Maldives","Female","2004","UNESCO_UIS Database_Sep2007","Number","51","1"
"115","Maldives","Female","2003","UNESCO_UIS Database_Sep2007","Number","51",""
"115","Maldives","Female","2002","UNESCO_UIS Database_Sep2007","Number","…","4"
"115","Maldives","Female","2001","UNESCO_UIS Database_Sep2007","Number","…","4"
"115","Maldives","Female","2000","UNESCO_UIS Database_Sep2007","Number","…","4"
"115","Maldives","Female","1999","UNESCO_UIS Database_Sep2007","Number","…","4"
"115","Maldives","Male","2004","UNESCO_UIS Database_Sep2007","Number","22",""
"115","Maldives","Male","2003","UNESCO_UIS Database_Sep2007","Number","22",""
"115","Maldives","Male","2002","UNESCO_UIS Database_Sep2007","Number","…","4"
"115","Maldives","Male","2001","UNESCO_UIS Database_Sep2007","Number","…","4"
"115","Maldives","Male","2000","UNESCO_UIS Database_Sep2007","Number","…","4"
"115","Maldives","Male","1999","UNESCO_UIS Database_Sep2007","Number","…","4"
"48","Mali","Female","2005","UNESCO_UIS Database_Sep2007","Number","10259","1"
"48","Mali","Female","2004","UNESCO_UIS Database_Sep2007","Number","9883",""
"48","Mali","Female","2003","UNESCO_UIS Database_Sep2007","Number","8028","1"
"48","Mali","Female","2002","UNESCO_UIS Database_Sep2007","Number","7470",""
"48","Mali","Female","2001","UNESCO_UIS Database_Sep2007","Number","7214",""
"48","Mali","Female","2000","UNESCO_UIS Database_Sep2007","Number","6320",""
"48","Mali","Female","1999","UNESCO_UIS Database_Sep2007","Number","5885",""
"48","Mali","Male","2005","UNESCO_UIS Database_Sep2007","Number","22350","5"
"48","Mali","Male","2004","UNESCO_UIS Database_Sep2007","Number","18695",""
"48","Mali","Male","2003","UNESCO_UIS Database_Sep2007","Number","17488",""
"48","Mali","Male","2002","UNESCO_UIS Database_Sep2007","Number","15162",""
"48","Mali","Male","2001","UNESCO_UIS Database_Sep2007","Number","14647",""
"48","Mali","Male","2000","UNESCO_UIS Database_Sep2007","Number","13431",""
"48","Mali","Male","1999","UNESCO_UIS Database_Sep2007","Number","12777",""
"186","Malta","Female","2005","UNESCO_UIS Database_Sep2007","Number","5319",""
"186","Malta","Female","2004","UNESCO_UIS Database_Sep2007","Number","4397",""
"186","Malta","Female","2003","UNESCO_UIS Database_Sep2007","Number","5097",""
"186","Malta","Female","2002","UNESCO_UIS Database_Sep2007","Number","4131",""
"186","Malta","Female","2001","UNESCO_UIS Database_Sep2007","Number","4068",""
"186","Malta","Female","2000","UNESCO_UIS Database_Sep2007","Number","3366",""
"186","Malta","Female","1999","UNESCO_UIS Database_Sep2007","Number","2969",""
"186","Malta","Male","2005","UNESCO_UIS Database_Sep2007","Number","4122",""
"186","Malta","Male","2004","UNESCO_UIS Database_Sep2007","Number","3470",""
"186","Malta","Male","2003","UNESCO_UIS Database_Sep2007","Number","3849",""
"186","Malta","Male","2002","UNESCO_UIS Database_Sep2007","Number","3128",""
"186","Malta","Male","2001","UNESCO_UIS Database_Sep2007","Number","3354",""
"186","Malta","Male","2000","UNESCO_UIS Database_Sep2007","Number","2949",""
