"Country or Area Code","Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"95","Cyprus","Male","2001","UNESCO_UIS Database_Sep2007","Number","5011",""
"95","Cyprus","Male","2000","UNESCO_UIS Database_Sep2007","Number","4469",""
"95","Cyprus","Male","1999","UNESCO_UIS Database_Sep2007","Number","4767",""
"158","Czech Republic","Female","2005","UNESCO_UIS Database_Sep2007","Number","176965",""
"158","Czech Republic","Female","2004","UNESCO_UIS Database_Sep2007","Number","163409",""
"158","Czech Republic","Female","2003","UNESCO_UIS Database_Sep2007","Number","145451",""
"158","Czech Republic","Female","2002","UNESCO_UIS Database_Sep2007","Number","145747",""
"158","Czech Republic","Female","2001","UNESCO_UIS Database_Sep2007","Number","130298",""
"158","Czech Republic","Female","2000","UNESCO_UIS Database_Sep2007","Number","126289",""
"158","Czech Republic","Female","1999","UNESCO_UIS Database_Sep2007","Number","114991",""
"158","Czech Republic","Male","2005","UNESCO_UIS Database_Sep2007","Number","159342",""
"158","Czech Republic","Male","2004","UNESCO_UIS Database_Sep2007","Number","155449",""
"158","Czech Republic","Male","2003","UNESCO_UIS Database_Sep2007","Number","141550",""
"158","Czech Republic","Male","2002","UNESCO_UIS Database_Sep2007","Number","138738",""
"158","Czech Republic","Male","2001","UNESCO_UIS Database_Sep2007","Number","129746",""
"158","Czech Republic","Male","2000","UNESCO_UIS Database_Sep2007","Number","127406",""
"158","Czech Republic","Male","1999","UNESCO_UIS Database_Sep2007","Number","116233",""
"161","Denmark","Female","2005","UNESCO_UIS Database_Sep2007","Number","133376",""
"161","Denmark","Female","2004","UNESCO_UIS Database_Sep2007","Number","125628",""
"161","Denmark","Female","2003","UNESCO_UIS Database_Sep2007","Number","116844",""
"161","Denmark","Female","2002","UNESCO_UIS Database_Sep2007","Number","112698",""
"161","Denmark","Female","2001","UNESCO_UIS Database_Sep2007","Number","108290",""
"161","Denmark","Female","2000","UNESCO_UIS Database_Sep2007","Number","107644",""
"161","Denmark","Female","1999","UNESCO_UIS Database_Sep2007","Number","106957",""
"161","Denmark","Male","2005","UNESCO_UIS Database_Sep2007","Number","98879",""
"161","Denmark","Male","2004","UNESCO_UIS Database_Sep2007","Number","91502",""
"161","Denmark","Male","2003","UNESCO_UIS Database_Sep2007","Number","84902",""
"161","Denmark","Male","2002","UNESCO_UIS Database_Sep2007","Number","83506",""
"161","Denmark","Male","2001","UNESCO_UIS Database_Sep2007","Number","83732",""
"161","Denmark","Male","2000","UNESCO_UIS Database_Sep2007","Number","81518",""
"161","Denmark","Male","1999","UNESCO_UIS Database_Sep2007","Number","83013",""
"29","Djibouti","Female","2005","UNESCO_UIS Database_Sep2007","Number","708",""
"29","Djibouti","Female","2004","UNESCO_UIS Database_Sep2007","Number","508",""
"29","Djibouti","Female","2003","UNESCO_UIS Database_Sep2007","Number","371",""
"29","Djibouti","Female","2002","UNESCO_UIS Database_Sep2007","Number","324",""
"29","Djibouti","Female","2001","UNESCO_UIS Database_Sep2007","Number","207",""
"29","Djibouti","Female","2000","UNESCO_UIS Database_Sep2007","Number","89",""
"29","Djibouti","Female","1999","UNESCO_UIS Database_Sep2007","Number","89",""
"29","Djibouti","Male","2005","UNESCO_UIS Database_Sep2007","Number","988",""
"29","Djibouti","Male","2004","UNESCO_UIS Database_Sep2007","Number","626",""
"29","Djibouti","Male","2003","UNESCO_UIS Database_Sep2007","Number","535",""
"29","Djibouti","Male","2002","UNESCO_UIS Database_Sep2007","Number","404",""
"29","Djibouti","Male","2001","UNESCO_UIS Database_Sep2007","Number","289",""
"29","Djibouti","Male","2000","UNESCO_UIS Database_Sep2007","Number","101",""
"29","Djibouti","Male","1999","UNESCO_UIS Database_Sep2007","Number","86",""
"221","Dominica","Female","2005","UNESCO_UIS Database_Sep2007","Number","…","4"
"221","Dominica","Female","2004","UNESCO_UIS Database_Sep2007","Number","…","4"
"221","Dominica","Female","2003","UNESCO_UIS Database_Sep2007","Number","…","4"
"221","Dominica","Female","2002","UNESCO_UIS Database_Sep2007","Number","…","4"
"221","Dominica","Female","2001","UNESCO_UIS Database_Sep2007","Number","…","4"
"221","Dominica","Female","2000","UNESCO_UIS Database_Sep2007","Number","…","4"
"221","Dominica","Female","1999","UNESCO_UIS Database_Sep2007","Number","…","4"
"221","Dominica","Male","2005","UNESCO_UIS Database_Sep2007","Number","…","4"
"221","Dominica","Male","2004","UNESCO_UIS Database_Sep2007","Number","…","4"
"221","Dominica","Male","2003","UNESCO_UIS Database_Sep2007","Number","…","4"
"221","Dominica","Male","2002","UNESCO_UIS Database_Sep2007","Number","…","4"
"221","Dominica","Male","2001","UNESCO_UIS Database_Sep2007","Number","…","4"
"221","Dominica","Male","2000","UNESCO_UIS Database_Sep2007","Number","…","4"
"221","Dominica","Male","1999","UNESCO_UIS Database_Sep2007","Number","…","4"
"222","Dominican Republic","Female","2004","UNESCO_UIS Database_Sep2007","Number","180045","1"
"222","Dominican Republic","Female","2003","UNESCO_UIS Database_Sep2007","Number","175973",""
"222","Dominican Republic","Male","2004","UNESCO_UIS Database_Sep2007","Number","113520",""
"222","Dominican Republic","Male","2003","UNESCO_UIS Database_Sep2007","Number","110981",""
"243","El Salvador","Female","2005","UNESCO_UIS Database_Sep2007","Number","66982",""
"243","El Salvador","Female","2004","UNESCO_UIS Database_Sep2007","Number","65451",""
"243","El Salvador","Female","2003","UNESCO_UIS Database_Sep2007","Number","62774",""
"243","El Salvador","Female","2002","UNESCO_UIS Database_Sep2007","Number","61449",""
"243","El Salvador","Female","2001","UNESCO_UIS Database_Sep2007","Number","59551",""
"243","El Salvador","Female","2000","UNESCO_UIS Database_Sep2007","Number","62222",""
"243","El Salvador","Female","1999","UNESCO_UIS Database_Sep2007","Number","65299",""
"243","El Salvador","Male","2005","UNESCO_UIS Database_Sep2007","Number","55449",""
"243","El Salvador","Male","2004","UNESCO_UIS Database_Sep2007","Number","54813",""
"243","El Salvador","Male","2003","UNESCO_UIS Database_Sep2007","Number","53747",""
"243","El Salvador","Male","2002","UNESCO_UIS Database_Sep2007","Number","51917",""
"243","El Salvador","Male","2001","UNESCO_UIS Database_Sep2007","Number","50395",""
"243","El Salvador","Male","2000","UNESCO_UIS Database_Sep2007","Number","52453",""
"243","El Salvador","Male","1999","UNESCO_UIS Database_Sep2007","Number","53192",""
"41","Equatorial Guinea","Female","2000","UNESCO_UIS Database_Sep2007","Number","304",""
"41","Equatorial Guinea","Male","2000","UNESCO_UIS Database_Sep2007","Number","699",""
"32","Eritrea","Female","2004","UNESCO_UIS Database_Sep2007","Number","606",""
"32","Eritrea","Female","2003","UNESCO_UIS Database_Sep2007","Number","768","1"
"32","Eritrea","Female","2002","UNESCO_UIS Database_Sep2007","Number","738",""
"32","Eritrea","Female","2001","UNESCO_UIS Database_Sep2007","Number","738",""
"32","Eritrea","Female","2000","UNESCO_UIS Database_Sep2007","Number","592",""
"32","Eritrea","Female","1999","UNESCO_UIS Database_Sep2007","Number","540",""
"32","Eritrea","Male","2004","UNESCO_UIS Database_Sep2007","Number","4006",""
"32","Eritrea","Male","2003","UNESCO_UIS Database_Sep2007","Number","4987",""
"32","Eritrea","Male","2002","UNESCO_UIS Database_Sep2007","Number","4769",""
"32","Eritrea","Male","2001","UNESCO_UIS Database_Sep2007","Number","4767",""
"32","Eritrea","Male","2000","UNESCO_UIS Database_Sep2007","Number","3543",""
"32","Eritrea","Male","1999","UNESCO_UIS Database_Sep2007","Number","3454",""
"163","Estonia","Female","2005","UNESCO_UIS Database_Sep2007","Number","41677",""
"163","Estonia","Female","2004","UNESCO_UIS Database_Sep2007","Number","40558",""
"163","Estonia","Female","2003","UNESCO_UIS Database_Sep2007","Number","39153",""
"163","Estonia","Female","2002","UNESCO_UIS Database_Sep2007","Number","37269",""
"163","Estonia","Female","2001","UNESCO_UIS Database_Sep2007","Number","34719",""
"163","Estonia","Female","2000","UNESCO_UIS Database_Sep2007","Number","31346",""
"163","Estonia","Female","1999","UNESCO_UIS Database_Sep2007","Number","28124",""
"163","Estonia","Male","2005","UNESCO_UIS Database_Sep2007","Number","26083",""
"163","Estonia","Male","2004","UNESCO_UIS Database_Sep2007","Number","25101",""
"163","Estonia","Male","2003","UNESCO_UIS Database_Sep2007","Number","24472",""
"163","Estonia","Male","2002","UNESCO_UIS Database_Sep2007","Number","23379",""
"163","Estonia","Male","2001","UNESCO_UIS Database_Sep2007","Number","23059",""
"163","Estonia","Male","2000","UNESCO_UIS Database_Sep2007","Number","22267",""
"163","Estonia","Male","1999","UNESCO_UIS Database_Sep2007","Number","20560",""
"34","Ethiopia","Female","2005","UNESCO_UIS Database_Sep2007","Number","46574",""
"34","Ethiopia","Female","2004","UNESCO_UIS Database_Sep2007","Number","43307",""
"34","Ethiopia","Female","2003","UNESCO_UIS Database_Sep2007","Number","37259",""
"34","Ethiopia","Female","2002","UNESCO_UIS Database_Sep2007","Number","26898",""
"34","Ethiopia","Female","2001","UNESCO_UIS Database_Sep2007","Number","18707",""
"34","Ethiopia","Female","2000","UNESCO_UIS Database_Sep2007","Number","14681",""
"34","Ethiopia","Female","1999","UNESCO_UIS Database_Sep2007","Number","9769",""
"34","Ethiopia","Male","2005","UNESCO_UIS Database_Sep2007","Number","144591",""
"34","Ethiopia","Male","2004","UNESCO_UIS Database_Sep2007","Number","128804",""
"34","Ethiopia","Male","2003","UNESCO_UIS Database_Sep2007","Number","110695",""
"34","Ethiopia","Male","2002","UNESCO_UIS Database_Sep2007","Number","74931",""
"34","Ethiopia","Male","2001","UNESCO_UIS Database_Sep2007","Number","68724",""
"34","Ethiopia","Male","2000","UNESCO_UIS Database_Sep2007","Number","53051",""
"34","Ethiopia","Male","1999","UNESCO_UIS Database_Sep2007","Number","42536",""
"265","Fiji","Female","2005","UNESCO_UIS Database_Sep2007","Number","6747","1"
"265","Fiji","Female","2004","UNESCO_UIS Database_Sep2007","Number","6790",""
"265","Fiji","Female","2003","UNESCO_UIS Database_Sep2007","Number","6798","1"
"265","Fiji","Male","2005","UNESCO_UIS Database_Sep2007","Number","5970",""
"265","Fiji","Male","2004","UNESCO_UIS Database_Sep2007","Number","5993",""
"265","Fiji","Male","2003","UNESCO_UIS Database_Sep2007","Number","5981",""
"165","Finland","Female","2005","UNESCO_UIS Database_Sep2007","Number","163872",""
"165","Finland","Female","2004","UNESCO_UIS Database_Sep2007","Number","160104",""
"165","Finland","Female","2003","UNESCO_UIS Database_Sep2007","Number","156012",""
"165","Finland","Female","2002","UNESCO_UIS Database_Sep2007","Number","153520",""
"165","Finland","Female","2001","UNESCO_UIS Database_Sep2007","Number","150585",""
"165","Finland","Female","2000","UNESCO_UIS Database_Sep2007","Number","145099",""
"165","Finland","Female","1999","UNESCO_UIS Database_Sep2007","Number","141879",""
"165","Finland","Male","2005","UNESCO_UIS Database_Sep2007","Number","142124",""
"165","Finland","Male","2004","UNESCO_UIS Database_Sep2007","Number","139784",""
"165","Finland","Male","2003","UNESCO_UIS Database_Sep2007","Number","135652",""
"165","Finland","Male","2002","UNESCO_UIS Database_Sep2007","Number","130285",""
"165","Finland","Male","2001","UNESCO_UIS Database_Sep2007","Number","129043",""
"165","Finland","Male","2000","UNESCO_UIS Database_Sep2007","Number","125086",""
"165","Finland","Male","1999","UNESCO_UIS Database_Sep2007","Number","121011",""
"166","France","Female","2005","UNESCO_UIS Database_Sep2007","Number","1207887",""
"166","France","Female","2004","UNESCO_UIS Database_Sep2007","Number","1189125",""
"166","France","Female","2003","UNESCO_UIS Database_Sep2007","Number","1166248",""
"166","France","Female","2002","UNESCO_UIS Database_Sep2007","Number","1111993",""
"166","France","Female","2001","UNESCO_UIS Database_Sep2007","Number","1099629",""
"166","France","Female","2000","UNESCO_UIS Database_Sep2007","Number","1092477",""
"166","France","Female","1999","UNESCO_UIS Database_Sep2007","Number","1095322",""
"166","France","Male","2005","UNESCO_UIS Database_Sep2007","Number","979496",""
"166","France","Male","2004","UNESCO_UIS Database_Sep2007","Number","971175",""
"166","France","Male","2003","UNESCO_UIS Database_Sep2007","Number","952901",""
"166","France","Male","2002","UNESCO_UIS Database_Sep2007","Number","917186",""
"166","France","Male","2001","UNESCO_UIS Database_Sep2007","Number","932114",""
"166","France","Male","2000","UNESCO_UIS Database_Sep2007","Number","922867",""
"166","France","Male","1999","UNESCO_UIS Database_Sep2007","Number","916871",""
"36","Gabon","Female","1999","UNESCO_UIS Database_Sep2007","Number","2667",""
"36","Gabon","Male","1999","UNESCO_UIS Database_Sep2007","Number","4806",""
"39","Gambia The","Female","2004","UNESCO_UIS Database_Sep2007","Number","293",""
"39","Gambia The","Female","1999","UNESCO_UIS Database_Sep2007","Number","265",""
"39","Gambia The","Male","2004","UNESCO_UIS Database_Sep2007","Number","1237",""
"39","Gambia The","Male","1999","UNESCO_UIS Database_Sep2007","Number","904",""
"96","Georgia","Female","2005","UNESCO_UIS Database_Sep2007","Number","87836",""
"96","Georgia","Female","2004","UNESCO_UIS Database_Sep2007","Number","78359",""
"96","Georgia","Female","2003","UNESCO_UIS Database_Sep2007","Number","75834",""
"96","Georgia","Female","2002","UNESCO_UIS Database_Sep2007","Number","74320",""
"96","Georgia","Female","2001","UNESCO_UIS Database_Sep2007","Number","68842",""
"96","Georgia","Female","2000","UNESCO_UIS Database_Sep2007","Number","67418",""
"96","Georgia","Female","1999","UNESCO_UIS Database_Sep2007","Number","67658",""
"96","Georgia","Male","2005","UNESCO_UIS Database_Sep2007","Number","86419",""
"96","Georgia","Male","2004","UNESCO_UIS Database_Sep2007","Number","76699",""
"96","Georgia","Male","2003","UNESCO_UIS Database_Sep2007","Number","79619",""
"96","Georgia","Male","2002","UNESCO_UIS Database_Sep2007","Number","74822",""
"96","Georgia","Male","2001","UNESCO_UIS Database_Sep2007","Number","71785",""
"96","Georgia","Male","2000","UNESCO_UIS Database_Sep2007","Number","69628",""
"96","Georgia","Male","1999","UNESCO_UIS Database_Sep2007","Number","62506",""
"37","Ghana","Female","2005","UNESCO_UIS Database_Sep2007","Number","41783",""
"37","Ghana","Female","2004","UNESCO_UIS Database_Sep2007","Number","22059",""
"37","Ghana","Female","2003","UNESCO_UIS Database_Sep2007","Number","22344",""
"37","Ghana","Female","2002","UNESCO_UIS Database_Sep2007","Number","18992",""
"37","Ghana","Female","2001","UNESCO_UIS Database_Sep2007","Number","18282",""
"37","Ghana","Female","2000","UNESCO_UIS Database_Sep2007","Number","13646",""
"37","Ghana","Male","2005","UNESCO_UIS Database_Sep2007","Number","77776",""
"37","Ghana","Male","2004","UNESCO_UIS Database_Sep2007","Number","47909",""
"37","Ghana","Male","2003","UNESCO_UIS Database_Sep2007","Number","47949",""
"37","Ghana","Male","2002","UNESCO_UIS Database_Sep2007","Number","49397",""
"37","Ghana","Male","2001","UNESCO_UIS Database_Sep2007","Number","45816",""
"37","Ghana","Male","2000","UNESCO_UIS Database_Sep2007","Number","41012",""
"172","Gibraltar","Female","2005","UNESCO_UIS Database_Sep2007","Number","…","4"
"172","Gibraltar","Female","2004","UNESCO_UIS Database_Sep2007","Number","…","4"
"172","Gibraltar","Female","2003","UNESCO_UIS Database_Sep2007","Number","…","4"
"172","Gibraltar","Female","2002","UNESCO_UIS Database_Sep2007","Number","…","4"
"172","Gibraltar","Female","2001","UNESCO_UIS Database_Sep2007","Number","…","4"
"172","Gibraltar","Female","2000","UNESCO_UIS Database_Sep2007","Number","…","4"
"172","Gibraltar","Female","1999","UNESCO_UIS Database_Sep2007","Number","…","4"
"172","Gibraltar","Male","2005","UNESCO_UIS Database_Sep2007","Number","…","4"
"172","Gibraltar","Male","2004","UNESCO_UIS Database_Sep2007","Number","…","4"
"172","Gibraltar","Male","2003","UNESCO_UIS Database_Sep2007","Number","…","4"
"172","Gibraltar","Male","2002","UNESCO_UIS Database_Sep2007","Number","…","4"
"172","Gibraltar","Male","2001","UNESCO_UIS Database_Sep2007","Number","…","4"
"172","Gibraltar","Male","2000","UNESCO_UIS Database_Sep2007","Number","…","4"
"172","Gibraltar","Male","1999","UNESCO_UIS Database_Sep2007","Number","…","4"
"173","Greece","Female","2005","UNESCO_UIS Database_Sep2007","Number","330440",""
"173","Greece","Female","2004","UNESCO_UIS Database_Sep2007","Number","308697",""
"173","Greece","Female","2003","UNESCO_UIS Database_Sep2007","Number","286091",""
"173","Greece","Female","2002","UNESCO_UIS Database_Sep2007","Number","271230",""
"173","Greece","Female","2001","UNESCO_UIS Database_Sep2007","Number","244413",""
"173","Greece","Female","2000","UNESCO_UIS Database_Sep2007","Number","211087",""
"173","Greece","Female","1999","UNESCO_UIS Database_Sep2007","Number","194908",""
"173","Greece","Male","2005","UNESCO_UIS Database_Sep2007","Number","316147",""
"173","Greece","Male","2004","UNESCO_UIS Database_Sep2007","Number","288310",""
"173","Greece","Male","2003","UNESCO_UIS Database_Sep2007","Number","275377",""
"173","Greece","Male","2002","UNESCO_UIS Database_Sep2007","Number","258003",""
"173","Greece","Male","2001","UNESCO_UIS Database_Sep2007","Number","233792",""
"173","Greece","Male","2000","UNESCO_UIS Database_Sep2007","Number","211230",""
"173","Greece","Male","1999","UNESCO_UIS Database_Sep2007","Number","192951",""
"226","Grenada","Female","2005","UNESCO_UIS Database_Sep2007","Number","…","4"
"226","Grenada","Female","2004","UNESCO_UIS Database_Sep2007","Number","…","4"
"226","Grenada","Female","2003","UNESCO_UIS Database_Sep2007","Number","…","4"
"226","Grenada","Female","2002","UNESCO_UIS Database_Sep2007","Number","…","4"
"226","Grenada","Female","2001","UNESCO_UIS Database_Sep2007","Number","…","4"
"226","Grenada","Female","2000","UNESCO_UIS Database_Sep2007","Number","…","4"
"226","Grenada","Female","1999","UNESCO_UIS Database_Sep2007","Number","…","4"
"226","Grenada","Male","2005","UNESCO_UIS Database_Sep2007","Number","…","4"
"226","Grenada","Male","2004","UNESCO_UIS Database_Sep2007","Number","…","4"
"226","Grenada","Male","2003","UNESCO_UIS Database_Sep2007","Number","…","4"
"226","Grenada","Male","2002","UNESCO_UIS Database_Sep2007","Number","…","4"
"226","Grenada","Male","2001","UNESCO_UIS Database_Sep2007","Number","…","4"
"226","Grenada","Male","2000","UNESCO_UIS Database_Sep2007","Number","…","4"
"226","Grenada","Male","1999","UNESCO_UIS Database_Sep2007","Number","…","4"
"227","Guatemala","Female","2003","UNESCO_UIS Database_Sep2007","Number","49380","1"
"227","Guatemala","Female","2002","UNESCO_UIS Database_Sep2007","Number","48078",""
"227","Guatemala","Male","2003","UNESCO_UIS Database_Sep2007","Number","65384",""
"227","Guatemala","Male","2002","UNESCO_UIS Database_Sep2007","Number","63661",""
"38","Guinea","Female","2005","UNESCO_UIS Database_Sep2007","Number","4435",""
"38","Guinea","Female","2004","UNESCO_UIS Database_Sep2007","Number","2693",""
"38","Guinea","Female","2003","UNESCO_UIS Database_Sep2007","Number","2637","1"
"38","Guinea","Male","2005","UNESCO_UIS Database_Sep2007","Number","19353",""
"38","Guinea","Male","2004","UNESCO_UIS Database_Sep2007","Number","14525",""
"38","Guinea","Male","2003","UNESCO_UIS Database_Sep2007","Number","14221",""
"40","Guinea-Bissau","Female","2001","UNESCO_UIS Database_Sep2007","Number","74","1"
"40","Guinea-Bissau","Female","2000","UNESCO_UIS Database_Sep2007","Number","72",""
"40","Guinea-Bissau","Female","1999","UNESCO_UIS Database_Sep2007","Number","78","1"
"40","Guinea-Bissau","Male","2001","UNESCO_UIS Database_Sep2007","Number","399",""
"40","Guinea-Bissau","Male","2000","UNESCO_UIS Database_Sep2007","Number","391",""
"40","Guinea-Bissau","Male","1999","UNESCO_UIS Database_Sep2007","Number","421",""
"229","Guyana","Female","2005","UNESCO_UIS Database_Sep2007","Number","4917",""
"229","Guyana","Female","2004","UNESCO_UIS Database_Sep2007","Number","4524",""
"229","Guyana","Male","2005","UNESCO_UIS Database_Sep2007","Number","2361",""
"229","Guyana","Male","2004","UNESCO_UIS Database_Sep2007","Number","2409",""
"230","Honduras","Female","2004","UNESCO_UIS Database_Sep2007","Number","71999","1"
"230","Honduras","Female","2003","UNESCO_UIS Database_Sep2007","Number","70265",""
"230","Honduras","Female","2002","UNESCO_UIS Database_Sep2007","Number","64763","1"
"230","Honduras","Female","2001","UNESCO_UIS Database_Sep2007","Number","54212","1"
"230","Honduras","Female","2000","UNESCO_UIS Database_Sep2007","Number","50850",""
"230","Honduras","Female","1999","UNESCO_UIS Database_Sep2007","Number","47373","1"
"230","Honduras","Male","2004","UNESCO_UIS Database_Sep2007","Number","50875",""
"230","Honduras","Male","2003","UNESCO_UIS Database_Sep2007","Number","49612",""
"230","Honduras","Male","2002","UNESCO_UIS Database_Sep2007","Number","45726",""
"230","Honduras","Male","2001","UNESCO_UIS Database_Sep2007","Number","42400",""
"230","Honduras","Male","2000","UNESCO_UIS Database_Sep2007","Number","39770",""
"230","Honduras","Male","1999","UNESCO_UIS Database_Sep2007","Number","37627",""
"97","Hong Kong SAR","Female","2005","UNESCO_UIS Database_Sep2007","Number","77739",""
"97","Hong Kong SAR","Female","2004","UNESCO_UIS Database_Sep2007","Number","75662",""
"97","Hong Kong SAR","Female","2003","UNESCO_UIS Database_Sep2007","Number","73466","2"
"97","Hong Kong SAR","Male","2005","UNESCO_UIS Database_Sep2007","Number","74555",""
"97","Hong Kong SAR","Male","2004","UNESCO_UIS Database_Sep2007","Number","72062",""
"97","Hong Kong SAR","Male","2003","UNESCO_UIS Database_Sep2007","Number","72573",""
"175","Hungary","Female","2005","UNESCO_UIS Database_Sep2007","Number","254657",""
"175","Hungary","Female","2004","UNESCO_UIS Database_Sep2007","Number","241753",""
"175","Hungary","Female","2003","UNESCO_UIS Database_Sep2007","Number","221363",""
"175","Hungary","Female","2002","UNESCO_UIS Database_Sep2007","Number","195854",""
"175","Hungary","Female","2001","UNESCO_UIS Database_Sep2007","Number","181062",""
"175","Hungary","Female","2000","UNESCO_UIS Database_Sep2007","Number","165404",""
"175","Hungary","Female","1999","UNESCO_UIS Database_Sep2007","Number","151471",""
"175","Hungary","Male","2005","UNESCO_UIS Database_Sep2007","Number","181355",""
"175","Hungary","Male","2004","UNESCO_UIS Database_Sep2007","Number","180424",""
"175","Hungary","Male","2003","UNESCO_UIS Database_Sep2007","Number","169090",""
"175","Hungary","Male","2002","UNESCO_UIS Database_Sep2007","Number","158532",""
"175","Hungary","Male","2001","UNESCO_UIS Database_Sep2007","Number","149487",""
"175","Hungary","Male","2000","UNESCO_UIS Database_Sep2007","Number","141667",""
"175","Hungary","Male","1999","UNESCO_UIS Database_Sep2007","Number","127926",""
"177","Iceland","Female","2005","UNESCO_UIS Database_Sep2007","Number","10020","1"
"177","Iceland","Female","2004","UNESCO_UIS Database_Sep2007","Number","9491",""
"177","Iceland","Female","2003","UNESCO_UIS Database_Sep2007","Number","8497",""
"177","Iceland","Female","2002","UNESCO_UIS Database_Sep2007","Number","7322",""
"177","Iceland","Female","2001","UNESCO_UIS Database_Sep2007","Number","6383",""
"177","Iceland","Female","2000","UNESCO_UIS Database_Sep2007","Number","5985",""
"177","Iceland","Female","1999","UNESCO_UIS Database_Sep2007","Number","5260",""
"177","Iceland","Male","2005","UNESCO_UIS Database_Sep2007","Number","5509",""
"177","Iceland","Male","2004","UNESCO_UIS Database_Sep2007","Number","5219",""
"177","Iceland","Male","2003","UNESCO_UIS Database_Sep2007","Number","4850",""
"177","Iceland","Male","2002","UNESCO_UIS Database_Sep2007","Number","4262",""
"177","Iceland","Male","2001","UNESCO_UIS Database_Sep2007","Number","3801",""
"177","Iceland","Male","2000","UNESCO_UIS Database_Sep2007","Number","3682",""
"177","Iceland","Male","1999","UNESCO_UIS Database_Sep2007","Number","3202",""
"99","India","Female","2005","UNESCO_UIS Database_Sep2007","Number","4641576",""
"99","India","Female","2004","UNESCO_UIS Database_Sep2007","Number","4527606",""
"99","India","Female","2003","UNESCO_UIS Database_Sep2007","Number","4342409",""
"99","India","Female","2002","UNESCO_UIS Database_Sep2007","Number","4135343",""
"99","India","Female","2001","UNESCO_UIS Database_Sep2007","Number","3801494",""
"99","India","Female","2000","UNESCO_UIS Database_Sep2007","Number","3552026",""
"99","India","Male","2005","UNESCO_UIS Database_Sep2007","Number","7135720",""
"99","India","Male","2004","UNESCO_UIS Database_Sep2007","Number","7325330",""
"99","India","Male","2003","UNESCO_UIS Database_Sep2007","Number","6952632",""
"99","India","Male","2002","UNESCO_UIS Database_Sep2007","Number","6441310",""
"99","India","Male","2001","UNESCO_UIS Database_Sep2007","Number","6032552",""
"99","India","Male","2000","UNESCO_UIS Database_Sep2007","Number","5852434",""
"98","Indonesia","Female","2005","UNESCO_UIS Database_Sep2007","Number","1595396","1"
"98","Indonesia","Female","2004","UNESCO_UIS Database_Sep2007","Number","1556231",""
"98","Indonesia","Female","2003","UNESCO_UIS Database_Sep2007","Number","1511088",""
"98","Indonesia","Female","2002","UNESCO_UIS Database_Sep2007","Number","1458354",""
"98","Indonesia","Female","2001","UNESCO_UIS Database_Sep2007","Number","1293089",""
"98","Indonesia","Male","2005","UNESCO_UIS Database_Sep2007","Number","2044874",""
"98","Indonesia","Male","2004","UNESCO_UIS Database_Sep2007","Number","1994861",""
"98","Indonesia","Male","2003","UNESCO_UIS Database_Sep2007","Number","1930341",""
"98","Indonesia","Male","2002","UNESCO_UIS Database_Sep2007","Number","1717479",""
"98","Indonesia","Male","2001","UNESCO_UIS Database_Sep2007","Number","1724798",""
"101","Iran","Female","2005","UNESCO_UIS Database_Sep2007","Number","1083664",""
"101","Iran","Female","2004","UNESCO_UIS Database_Sep2007","Number","1003920",""
"101","Iran","Female","2003","UNESCO_UIS Database_Sep2007","Number","869978",""
"101","Iran","Female","2002","UNESCO_UIS Database_Sep2007","Number","768433",""
"101","Iran","Female","2001","UNESCO_UIS Database_Sep2007","Number","743951",""
"101","Iran","Female","2000","UNESCO_UIS Database_Sep2007","Number","635973",""
"101","Iran","Female","1999","UNESCO_UIS Database_Sep2007","Number","568092",""
"101","Iran","Male","2005","UNESCO_UIS Database_Sep2007","Number","1042610",""
"101","Iran","Male","2004","UNESCO_UIS Database_Sep2007","Number","951000",""
"101","Iran","Male","2003","UNESCO_UIS Database_Sep2007","Number","844455",""
"101","Iran","Male","2002","UNESCO_UIS Database_Sep2007","Number","798076",""
"101","Iran","Male","2001","UNESCO_UIS Database_Sep2007","Number","825825",""
"101","Iran","Male","2000","UNESCO_UIS Database_Sep2007","Number","768907",""
"101","Iran","Male","1999","UNESCO_UIS Database_Sep2007","Number","740058",""
"102","Iraq","Female","2005","UNESCO_UIS Database_Sep2007","Number","153711","1"
"102","Iraq","Female","2004","UNESCO_UIS Database_Sep2007","Number","149213",""
"102","Iraq","Female","2002","UNESCO_UIS Database_Sep2007","Number","108238","1"
"102","Iraq","Female","2000","UNESCO_UIS Database_Sep2007","Number","98306",""
"102","Iraq","Female","1999","UNESCO_UIS Database_Sep2007","Number","92880",""
"102","Iraq","Male","2005","UNESCO_UIS Database_Sep2007","Number","271197",""
"102","Iraq","Male","2004","UNESCO_UIS Database_Sep2007","Number","263332",""
"102","Iraq","Male","2002","UNESCO_UIS Database_Sep2007","Number","209755",""
"102","Iraq","Male","2000","UNESCO_UIS Database_Sep2007","Number","190364",""
"102","Iraq","Male","1999","UNESCO_UIS Database_Sep2007","Number","178628",""
"176","Ireland","Female","2005","UNESCO_UIS Database_Sep2007","Number","102501",""
"176","Ireland","Female","2004","UNESCO_UIS Database_Sep2007","Number","103941",""
"176","Ireland","Female","2003","UNESCO_UIS Database_Sep2007","Number","101155",""
"176","Ireland","Female","2002","UNESCO_UIS Database_Sep2007","Number","97173",""
"176","Ireland","Female","2001","UNESCO_UIS Database_Sep2007","Number","91158",""
"176","Ireland","Female","2000","UNESCO_UIS Database_Sep2007","Number","86904",""
